ID,0,1,2,3,4,5,6,7,8,9,10
12002,rolls/buns,long life bakery product,,,,,,,,,
12003,sliced cheese,chocolate,,,,,,,,,
12004,rolls/buns,rolls/buns,soft cheese,,,,,,,,
12005,yogurt,rolls/buns,rolls/buns,,,,,,,,
12006,tropical fruit,canned beer,detergent,bottled water,,,,,,,
12007,pip fruit,beef,whole milk,other vegetables,,,,,,,
12008,bottled water,frozen meals,,,,,,,,,
12009,dish cleaner,shopping bags,,,,,,,,,
12010,whole milk,beef,,,,,,,,,
12011,berries,pet care,,,,,,,,,
12012,berries,other vegetables,,,,,,,,,
12013,tropical fruit,rum,flour,,,,,,,,
12014,newspapers,beverages,beef,chocolate,kitchen towels,,,,,,
12015,cat food,tropical fruit,whipped/sour cream,,,,,,,,
12016,tropical fruit,frozen meals,,,,,,,,,
12017,whole milk,newspapers,,,,,,,,,
12018,beef,soda,,,,,,,,,
12019,liver loaf,white bread,herbs,pastry,,,,,,,
12020,sliced cheese,pastry,onions,,,,,,,,
12021,citrus fruit,bottled water,,,,,,,,,
12022,root vegetables,other vegetables,,,,,,,,,
12023,grapes,processed cheese,,,,,,,,,
12024,rolls/buns,pastry,,,,,,,,,
12025,chicken,brown bread,,,,,,,,,
12026,chicken,tropical fruit,,,,,,,,,
12027,brown bread,pastry,,,,,,,,,
12028,bottled beer,pastry,,,,,,,,,
12029,pip fruit,bottled beer,,,,,,,,,
12030,hard cheese,bottled water,root vegetables,brown bread,,,,,,,
12031,citrus fruit,other vegetables,,,,,,,,,
12032,butter,grapes,,,,,,,,,
12033,chocolate,cake,,,,,,,,,
12034,berries,eggs,frozen meals,,,,,,,,
12035,citrus fruit,long life bakery product,,,,,,,,,
12036,whipped/sour cream,rolls/buns,,,,,,,,,
12037,beef,coffee,yogurt,,,,,,,,
12038,other vegetables,brown bread,,,,,,,,,
12039,soda,beverages,,,,,,,,,
12040,whole milk,sweet spreads,pip fruit,bottled water,mustard,,,,,,
12041,white bread,shopping bags,,,,,,,,,
12042,tropical fruit,cooking chocolate,,,,,,,,,
12043,butter milk,cake,,,,,,,,,
12044,berries,soda,rolls/buns,,,,,,,,
12045,dishes,other vegetables,pastry,,,,,,,,
12046,pastry,canned beer,,,,,,,,,
12047,berries,root vegetables,brown bread,,,,,,,,
12048,pastry,grapes,,,,,,,,,
12049,seasonal products,white wine,,,,,,,,,
12050,tropical fruit,herbs,long life bakery product,,,,,,,,
12051,chicken,salty snack,,,,,,,,,
12052,root vegetables,popcorn,long life bakery product,eggs,,,,,,,
12053,whole milk,processed cheese,,,,,,,,,
12054,pork,coffee,,,,,,,,,
12055,whole milk,chocolate,pip fruit,canned beer,,,,,,,
12056,chicken,soda,packaged fruit/vegetables,,,,,,,,
12057,root vegetables,roll products ,root vegetables,whole milk,,,,,,,
12058,pork,cleaner,,,,,,,,,
12059,whole milk,coffee,,,,,,,,,
12060,berries,beverages,pastry,napkins,,,,,,,
12061,other vegetables,fruit/vegetable juice,oil,detergent,,,,,,,
12062,sliced cheese,whole milk,,,,,,,,,
12063,pip fruit,whole milk,,,,,,,,,
12064,chocolate,rolls/buns,,,,,,,,,
12065,whole milk,eggs,canned vegetables,baking powder,hygiene articles,detergent,,,,,
12066,brown bread,jam,,,,,,,,,
12067,whole milk,seasonal products,,,,,,,,,
12068,soda,shopping bags,,,,,,,,,
12069,rolls/buns,oil,chocolate,,,,,,,,
12070,citrus fruit,other vegetables,,,,,,,,,
12071,beef,bottled water,,,,,,,,,
12072,grapes,berries,soda,condensed milk,waffles,nut snack,,,,,
12073,chicken,jam,,,,,,,,,
12074,napkins,skin care,,,,,,,,,
12075,tropical fruit,canned beer,,,,,,,,,
12076,beef,berries,canned beer,pip fruit,brown bread,frozen vegetables,newspapers,misc. beverages,,,
12077,pork,pastry,,,,,,,,,
12078,pastry,onions,,,,,,,,,
12079,berries,pip fruit,hygiene articles,,,,,,,,
12080,tropical fruit,packaged fruit/vegetables,cereals,,,,,,,,
12081,berries,napkins,,,,,,,,,
12082,berries,berries,,,,,,,,,
12083,cake,other vegetables,,,,,,,,,
12084,yogurt,chicken,soda,,,,,,,,
12085,other vegetables,cake,shopping bags,,,,,,,,
12086,citrus fruit,rolls/buns,whole milk,brown bread,,,,,,,
12087,pet care,coffee,soda,,,,,,,,
12088,soda,yogurt,bottled water,pot plants,,,,,,,
12089,popcorn,cat food,,,,,,,,,
12090,yogurt,brown bread,,,,,,,,,
12091,bottled water,brown bread,,,,,,,,,
12092,coffee,whole milk,canned fruit,,,,,,,,
12093,napkins,sugar,,,,,,,,,
12094,other vegetables,chocolate,white wine,,,,,,,,
12095,napkins,margarine,,,,,,,,,
12096,pot plants,whipped/sour cream,,,,,,,,,
12097,berries,detergent,hygiene articles,,,,,,,,
12098,canned beer,root vegetables,hard cheese,cheese,,,,,,,
12099,other vegetables,bottled beer,,,,,,,,,
12100,oil,processed cheese,,,,,,,,,
12101,whole milk,white bread,,,,,,,,,
12102,frozen fruits,pot plants,,,,,,,,,
12103,tropical fruit,oil,,,,,,,,,
12104,misc. beverages,whole milk,,,,,,,,,
12105,rolls/buns,whole milk,,,,,,,,,
12106,bottled water,tropical fruit,,,,,,,,,
12107,bottled water,yogurt,whipped/sour cream,,,,,,,,
12108,soda,tropical fruit,specialty chocolate,root vegetables,,,,,,,
12109,berries,whole milk,,,,,,,,,
12110,yogurt,rolls/buns,,,,,,,,,
12111,soda,butter,,,,,,,,,
12112,rolls/buns,margarine,,,,,,,,,
12113,canned beer,shopping bags,,,,,,,,,
12114,pip fruit,whole milk,shopping bags,,,,,,,,
12115,berries,bottled water,,,,,,,,,
12116,berries,other vegetables,,,,,,,,,
12117,canned beer,berries,,,,,,,,,
12118,yogurt,pet care,,,,,,,,,
12119,shopping bags,cake,,,,,,,,,
12120,root vegetables,ice cream,rolls/buns,,,,,,,,
12121,ham,whole milk,,,,,,,,,
12122,whole milk,chocolate,eggs,white wine,,,,,,,
12123,pork,pastry,,,,,,,,,
12124,berries,tropical fruit,tropical fruit,shopping bags,sweet spreads,yogurt,yogurt,sweet spreads,soups,,
12125,soda,root vegetables,,,,,,,,,
12126,bottled water,shopping bags,dog food,,,,,,,,
12127,ham,newspapers,,,,,,,,,
12128,turkey,frozen potato products,butter,cake,,,,,,,
12129,shopping bags,eggs,,,,,,,,,
12130,root vegetables,white wine,,,,,,,,,
12131,yogurt,ham,,,,,,,,,
12132,berries,margarine,,,,,,,,,
12133,beverages,coffee,shopping bags,,,,,,,,
12134,yogurt,brown bread,,,,,,,,,
12135,whole milk,tropical fruit,,,,,,,,,
12136,newspapers,dishes,,,,,,,,,
12137,processed cheese,tropical fruit,,,,,,,,,
12138,grapes,bottled water,,,,,,,,,
12139,whole milk,oil,,,,,,,,,
12140,whole milk,yogurt,napkins,,,,,,,,
12141,other vegetables,soft cheese,,,,,,,,,
12142,berries,cake,,,,,,,,,
12143,ice cream,herbs,,,,,,,,,
12144,grapes,whole milk,,,,,,,,,
12145,beef,pastry,,,,,,,,,
12146,yogurt,newspapers,,,,,,,,,
12147,berries,frozen meals,,,,,,,,,
12148,beef,whole milk,fruit/vegetable juice,hygiene articles,,,,,,,
12149,berries,chocolate,,,,,,,,,
12150,soda,salty snack,chocolate,,,,,,,,
12151,canned beer,yogurt,,,,,,,,,
12152,yogurt,newspapers,,,,,,,,,
12153,pastry,ice cream,,,,,,,,,
12154,eggs,eggs,,,,,,,,,
12155,brown bread,soda,butter,shopping bags,,,,,,,
12156,soda,brown bread,,,,,,,,,
12157,berries,root vegetables,canned beer,rolls/buns,,,,,,,
12158,frozen vegetables,whipped/sour cream,,,,,,,,,
12159,chicken,whole milk,margarine,soda,,,,,,,
12160,root vegetables,cake,whisky,,,,,,,,
12161,whole milk,fruit/vegetable juice,rolls/buns,,,,,,,,
12162,bottled beer,pip fruit,,,,,,,,,
12163,other vegetables,napkins,,,,,,,,,
12164,bottled water,tropical fruit,,,,,,,,,
12165,eggs,napkins,,,,,,,,,
12166,frozen meals,red wine,whipped/sour cream,,,,,,,,
12167,canned beer,canned beer,,,,,,,,,
12168,eggs,newspapers,,,,,,,,,
12169,whole milk,other vegetables,newspapers,,,,,,,,
12170,beef,rolls/buns,,,,,,,,,
12171,soft cheese,pip fruit,whole milk,,,,,,,,
12172,newspapers,soda,,,,,,,,,
12173,whole milk,butter milk,yogurt,,,,,,,,
12174,soft cheese,spices,,,,,,,,,
12175,jam cheese,popcorn,,,,,,,,,
12176,popcorn,flour,,,,,,,,,
12177,other vegetables,butter milk,,,,,,,,,
12178,bottled water,whipped/sour cream,,,,,,,,,
12179,other vegetables,soda,,,,,,,,,
12180,rolls/buns,root vegetables,,,,,,,,,
12181,grapes,roll products ,chocolate,,,,,,,,
12182,newspapers,margarine,bottled beer,coffee,,,,,,,
12183,yogurt,soda,frozen vegetables,,,,,,,,
12184,soda,berries,root vegetables,bottled beer,,,,,,,
12185,canned beer,berries,butter,other vegetables,salty snack,,,,,,
12186,rolls/buns,newspapers,,,,,,,,,
12187,citrus fruit,whole milk,,,,,,,,,
12188,ham,cream cheese ,,,,,,,,,
12189,berries,whole milk,whipped/sour cream,yogurt,,,,,,,
12190,fish,bottled beer,,,,,,,,,
12191,beef,butter,,,,,,,,,
12192,berries,butter milk,,,,,,,,,
12193,pork,yogurt,,,,,,,,,
12194,cream cheese ,margarine,,,,,,,,,
12195,white bread,nuts/prunes,,,,,,,,,
12196,rolls/buns,white bread,cake,yogurt,,,,,,,
12197,butter milk,whipped/sour cream,,,,,,,,,
12198,brown bread,jam cheese,,,,,,,,,
12199,berries,berries,citrus fruit,white bread,dishes,whipped/sour cream,,,,,
12200,nut snack,whole milk,,,,,,,,,
12201,napkins,brown bread,,,,,,,,,
12202,bottled water,shopping bags,,,,,,,,,
12203,whipped/sour cream,pot plants,,,,,,,,,
12204,whipped/sour cream,shopping bags,pasta,,,,,,,,
12205,margarine,other vegetables,bottled water,beef,,,,,,,
12206,cat food,whole milk,whole milk,,,,,,,,
12207,other vegetables,margarine,,,,,,,,,
12208,pastry,pickled vegetables,,,,,,,,,
12209,soda,whole milk,pastry,eggs,,,,,,,
12210,eggs,soda,,,,,,,,,
12211,napkins,specialty chocolate,other vegetables,,,,,,,,
12212,whole milk,whole milk,,,,,,,,,
12213,coffee,berries,grapes,cream cheese ,cat food,,,,,,
12214,margarine,frozen vegetables,,,,,,,,,
12215,rolls/buns,red wine,,,,,,,,,
12216,citrus fruit,whole milk,,,,,,,,,
12217,other vegetables,soda,,,,,,,,,
12218,beef,rolls/buns,,,,,,,,,
12219,whole milk,pip fruit,,,,,,,,,
12220,chicken,whipped/sour cream,,,,,,,,,
12221,bottled beer,whole milk,,,,,,,,,
12222,soda,other vegetables,,,,,,,,,
12223,berries,processed cheese,,,,,,,,,
12224,other vegetables,dishes,,,,,,,,,
12225,canned beer,sugar,hygiene articles,whole milk,,,,,,,
12226,berries,salty snack,dental care,,,,,,,,
12227,whole milk,grapes,chocolate,pot plants,,,,,,,
12228,chicken,bottled water,,,,,,,,,
12229,pip fruit,butter,,,,,,,,,
12230,yogurt,butter,,,,,,,,,
12231,brown bread,hygiene articles,rolls/buns,,,,,,,,
12232,cake,soda,pastry,whole milk,butter,rolls/buns,shopping bags,newspapers,,,
12233,bottled water,rolls/buns,popcorn,,,,,,,,
12234,berries,root vegetables,soda,,,,,,,,
12235,yogurt,grapes,,,,,,,,,
12236,soda,newspapers,,,,,,,,,
12237,white wine,canned vegetables,,,,,,,,,
12238,berries,butter milk,,,,,,,,,
12239,soda,margarine,specialty chocolate,,,,,,,,
12240,eggs,butter milk,long life bakery product,,,,,,,,
12241,bottled beer,soda,bottled water,cat food,,,,,,,
12242,frozen meals,bottled water,,,,,,,,,
12243,ham,white wine,pasta,,,,,,,,
12244,cake,hard cheese,,,,,,,,,
12245,yogurt,hard cheese,,,,,,,,,
12246,rolls/buns,margarine,whole milk,coffee,,,,,,,
12247,newspapers,soda,canned beer,,,,,,,,
12248,shopping bags,soda,,,,,,,,,
12249,baking powder,hair spray,,,,,,,,,
12250,chicken,other vegetables,,,,,,,,,
12251,chocolate,frozen meals,,,,,,,,,
12252,other vegetables,tropical fruit,,,,,,,,,
12253,coffee,coffee,bottled beer,,,,,,,,
12254,soda,soups,,,,,,,,,
12255,whole milk,canned beer,,,,,,,,,
12256,pip fruit,berries,red wine,coffee,salt,pastry,,,,,
12257,root vegetables,eggs,,,,,,,,,
12258,pastry,mustard,,,,,,,,,
12259,fruit/vegetable juice,roll products ,,,,,,,,,
12260,whole milk,rolls/buns,,,,,,,,,
12261,beef,canned beer,yogurt,,,,,,,,
12262,other vegetables,citrus fruit,rolls/buns,,,,,,,,
12263,brown bread,whole milk,spread cheese,butter,fruit/vegetable juice,,,,,,
12264,other vegetables,photo/film,,,,,,,,,
12265,berries,pasta,soda,canned vegetables,,,,,,,
12266,soda,root vegetables,,,,,,,,,
12267,citrus fruit,frozen potato products,,,,,,,,,
12268,soda,canned beer,,,,,,,,,
12269,berries,white wine,,,,,,,,,
12270,beef,ham,male cosmetics,,,,,,,,
12271,canned beer,whipped/sour cream,pastry,,,,,,,,
12272,pickled vegetables,onions,,,,,,,,,
12273,jam,coffee,,,,,,,,,
12274,pork,chicken,other vegetables,jam,hard cheese,,,,,,
12275,soda,processed cheese,coffee,,,,,,,,
12276,ice cream,soda,,,,,,,,,
12277,cake,yogurt,,,,,,,,,
12278,whole milk,cream cheese ,,,,,,,,,
12279,root vegetables,bottled water,,,,,,,,,
12280,bottled water,coffee,sugar,bottled water,,,,,,,
12281,citrus fruit,citrus fruit,,,,,,,,,
12282,berries,root vegetables,soda,chocolate,,,,,,,
12283,berries,pip fruit,,,,,,,,,
12284,whipped/sour cream,pot plants,,,,,,,,,
12285,bottled beer,eggs,brown bread,chewing gum,,,,,,,
12286,frozen potato products,salt,coffee,,,,,,,,
12287,berries,bottled water,napkins,,,,,,,,
12288,frozen vegetables,red wine,,,,,,,,,
12289,citrus fruit,citrus fruit,specialty chocolate,cream cheese ,,,,,,,
12290,berries,yogurt,,,,,,,,,
12291,ham,mayonnaise,,,,,,,,,
12292,specialty chocolate,herbs,,,,,,,,,
12293,coffee,berries,bottled water,cream cheese ,,,,,,,
12294,other vegetables,whole milk,chocolate,,,,,,,,
12295,root vegetables,rolls/buns,flower (seeds),,,,,,,,
12296,fish,berries,other vegetables,soda,rolls/buns,,,,,,
12297,mayonnaise,misc. beverages,napkins,,,,,,,,
12298,eggs,coffee,,,,,,,,,
12299,rolls/buns,ice cream,,,,,,,,,
12300,butter milk,flour,,,,,,,,,
12301,rolls/buns,bottled beer,,,,,,,,,
12302,rolls/buns,sauces,,,,,,,,,
12303,other vegetables,frozen vegetables,cling film/bags,bottled water,,,,,,,
12304,berries,tropical fruit,rolls/buns,,,,,,,,
12305,ham,butter milk,,,,,,,,,
12306,frozen meals,whole milk,fruit/vegetable juice,butter,chocolate,bottled water,,,,,
12307,berries,chocolate,,,,,,,,,
12308,berries,fruit/vegetable juice,,,,,,,,,
12309,tropical fruit,chicken,waffles,,,,,,,,
12310,whole milk,yogurt,oil,,,,,,,,
12311,whole milk,fruit/vegetable juice,shopping bags,shopping bags,,,,,,,
12312,whole milk,shopping bags,,,,,,,,,
12313,beverages,yogurt,,,,,,,,,
12314,margarine,cat food,,,,,,,,,
12315,other vegetables,rolls/buns,brown bread,,,,,,,,
12316,berries,whole milk,other vegetables,,,,,,,,
12317,whole milk,other vegetables,jam,,,,,,,,
12318,whole milk,citrus fruit,butter milk,grapes,,,,,,,
12319,whole milk,margarine,cake,,,,,,,,
12320,tropical fruit,salty snack,,,,,,,,,
12321,butter,whole milk,root vegetables,butter,,,,,,,
12322,other vegetables,dental care,,,,,,,,,
12323,citrus fruit,cake,,,,,,,,,
12324,berries,cream cheese ,,,,,,,,,
12325,seasonal products,rolls/buns,,,,,,,,,
12326,citrus fruit,whole milk,beef,shopping bags,,,,,,,
12327,whole milk,rolls/buns,,,,,,,,,
12328,citrus fruit,yogurt,,,,,,,,,
12329,beef,soft cheese,,,,,,,,,
12330,citrus fruit,citrus fruit,oil,root vegetables,,,,,,,
12331,pip fruit,herbs,other vegetables,,,,,,,,
12332,berries,beef,pork,chewing gum,whole milk,soda,soft cheese,yogurt,,,
12333,whipped/sour cream,soda,,,,,,,,,
12334,canned fruit,detergent,,,,,,,,,
12335,sparkling wine,chocolate,,,,,,,,,
12336,hard cheese,tropical fruit,,,,,,,,,
12337,grapes,misc. beverages,,,,,,,,,
12338,tropical fruit,coffee,yogurt,salty snack,,,,,,,
12339,other vegetables,napkins,newspapers,,,,,,,,
12340,other vegetables,berries,rolls/buns,coffee,ice cream,,,,,,
12341,tropical fruit,cream cheese ,,,,,,,,,
12342,sugar,shopping bags,coffee,,,,,,,,
12343,whole milk,butter,,,,,,,,,
12344,root vegetables,grapes,,,,,,,,,
12345,berries,beef,tropical fruit,butter,,,,,,,
12346,chicken,white bread,,,,,,,,,
12347,canned beer,specialty chocolate,other vegetables,cream cheese ,,,,,,,
12348,other vegetables,whole milk,soups,shopping bags,,,,,,,
12349,soda,white bread,,,,,,,,,
12350,pork,other vegetables,,,,,,,,,
12351,shopping bags,white bread,ice cream,,,,,,,,
12352,canned beer,pip fruit,sugar,,,,,,,,
12353,pork,canned fish,,,,,,,,,
12354,tropical fruit,flower (seeds),,,,,,,,,
12355,whole milk,onions,,,,,,,,,
12356,soft cheese,cheese,,,,,,,,,
12357,newspapers,soda,,,,,,,,,
12358,herbs,whole milk,other vegetables,shopping bags,,,,,,,
12359,pastry,coffee,newspapers,,,,,,,,
12360,cream cheese ,misc. beverages,,,,,,,,,
12361,white bread,napkins,,,,,,,,,
12362,eggs,brown bread,detergent,,,,,,,,
12363,pip fruit,coffee,whole milk,pastry,seasonal products,,,,,,
12364,yogurt,shopping bags,,,,,,,,,
12365,soda,whole milk,,,,,,,,,
12366,grapes,yogurt,,,,,,,,,
12367,soda,sliced cheese,,,,,,,,,
12368,citrus fruit,citrus fruit,whole milk,newspapers,detergent,yogurt,salty snack,,,,
12369,pastry,spread cheese,other vegetables,,,,,,,,
12370,chicken,soda,shopping bags,,,,,,,,
12371,waffles,white bread,,,,,,,,,
12372,whole milk,salt,,,,,,,,,
12373,chocolate,bottled water,,,,,,,,,
12374,specialty chocolate,whole milk,red wine,,,,,,,,
12375,pip fruit,spices,,,,,,,,,
12376,chocolate,roll products ,frozen vegetables,,,,,,,,
12377,frozen meals,newspapers,,,,,,,,,
12378,whole milk,cocoa drinks,,,,,,,,,
12379,jam,root vegetables,pip fruit,whole milk,margarine,,,,,,
12380,tropical fruit,whole milk,shopping bags,,,,,,,,
12381,bottled water,long life bakery product,soda,,,,,,,,
12382,berries,berries,frozen fish,house keeping products,,,,,,,
12383,white wine,newspapers,,,,,,,,,
12384,sugar,berries,seasonal products,bottled beer,,,,,,,
12385,citrus fruit,soda,,,,,,,,,
12386,berries,shopping bags,,,,,,,,,
12387,margarine,whole milk,,,,,,,,,
12388,berries,oil,whole milk,,,,,,,,
12389,whole milk,butter,newspapers,chewing gum,,,,,,,
12390,other vegetables,bottled water,,,,,,,,,
12391,other vegetables,waffles,,,,,,,,,
12392,rolls/buns,white bread,,,,,,,,,
12393,brown bread,bottled beer,,,,,,,,,
12394,rolls/buns,canned beer,,,,,,,,,
12395,citrus fruit,soda,butter,bottled water,bottled beer,,,,,,
12396,tropical fruit,chocolate,,,,,,,,,
12397,whole milk,shopping bags,rolls/buns,,,,,,,,
12398,long life bakery product,soda,soda,,,,,,,,
12399,whole milk,bottled water,,,,,,,,,
12400,beef,soft cheese,,,,,,,,,
12401,citrus fruit,pot plants,,,,,,,,,
12402,beef,detergent,canned beer,,,,,,,,
12403,other vegetables,other vegetables,butter,,,,,,,,
12404,canned beer,ice cream,,,,,,,,,
12405,sparkling wine,cream cheese ,,,,,,,,,
12406,pastry,whole milk,,,,,,,,,
12407,cream cheese ,butter milk,,,,,,,,,
12408,eggs,specialty fat,,,,,,,,,
12409,tropical fruit,detergent,,,,,,,,,
12410,pip fruit,butter,,,,,,,,,
12411,newspapers,shopping bags,,,,,,,,,
12412,pork,whole milk,frozen fish,,,,,,,,
12413,berries,fruit/vegetable juice,bottled water,,,,,,,,
12414,whole milk,hard cheese,,,,,,,,,
12415,whole milk,rolls/buns,,,,,,,,,
12416,other vegetables,popcorn,butter,,,,,,,,
12417,canned beer,berries,onions,canned beer,,,,,,,
12418,yogurt,chocolate,canned beer,chocolate,,,,,,,
12419,soda,whipped/sour cream,,,,,,,,,
12420,yogurt,soda,,,,,,,,,
12421,grapes,misc. beverages,,,,,,,,,
12422,tropical fruit,chocolate,,,,,,,,,
12423,jam,berries,white bread,pip fruit,waffles,,,,,,
12424,salty snack,pip fruit,chicken,rolls/buns,red wine,,,,,,
12425,berries,newspapers,,,,,,,,,
12426,misc. beverages,bottled water,,,,,,,,,
12427,misc. beverages,coffee,,,,,,,,,
12428,ice cream,dishes,,,,,,,,,
12429,brown bread,chocolate,,,,,,,,,
12430,eggs,yogurt,canned beer,,,,,,,,
12431,detergent,cocoa drinks,,,,,,,,,
12432,berries,berries,grapes,brown bread,,,,,,,
12433,whole milk,beef,,,,,,,,,
12434,sauces,tropical fruit,,,,,,,,,
12435,pot plants,eggs,,,,,,,,,
12436,chicken,misc. beverages,,,,,,,,,
12437,bottled water,detergent,,,,,,,,,
12438,butter milk,napkins,,,,,,,,,
12439,berries,berries,pastry,tropical fruit,whole milk,white wine,sweet spreads,whole milk,,,
12440,ice cream,specialty chocolate,,,,,,,,,
12441,chocolate,coffee,,,,,,,,,
12442,pip fruit,brown bread,oil,,,,,,,,
12443,yogurt,beef,,,,,,,,,
12444,beef,whole milk,,,,,,,,,
12445,tropical fruit,sweet spreads,,,,,,,,,
12446,packaged fruit/vegetables,coffee,shopping bags,,,,,,,,
12447,pork,root vegetables,rolls/buns,,,,,,,,
12448,soda,yogurt,,,,,,,,,
12449,coffee,soda,frozen vegetables,,,,,,,,
12450,citrus fruit,jam,,,,,,,,,
12451,beef,pork,salty snack,abrasive cleaner,pasta,shopping bags,,,,,
12452,citrus fruit,beef,tropical fruit,jam,,,,,,,
12453,tropical fruit,yogurt,,,,,,,,,
12454,pastry,bottled water,candles,,,,,,,,
12455,dishes,butter milk,,,,,,,,,
12456,tropical fruit,cake,,,,,,,,,
12457,beef,whole milk,,,,,,,,,
12458,beef,eggs,,,,,,,,,
12459,mustard,fruit/vegetable juice,,,,,,,,,
12460,yogurt,other vegetables,whipped/sour cream,,,,,,,,
12461,brown bread,whole milk,baking powder,,,,,,,,
12462,misc. beverages,pork,eggs,sparkling wine,whipped/sour cream,white bread,,,,,
12463,coffee,margarine,,,,,,,,,
12464,coffee,other vegetables,,,,,,,,,
12465,berries,sugar,,,,,,,,,
12466,eggs,bottled beer,,,,,,,,,
12467,pork,processed cheese,,,,,,,,,
12468,misc. beverages,soft cheese,,,,,,,,,
12469,bottled beer,whole milk,,,,,,,,,
12470,bottled water,eggs,pickled vegetables,margarine,,,,,,,
12471,fruit/vegetable juice,chocolate,fruit/vegetable juice,,,,,,,,
12472,berries,fruit/vegetable juice,,,,,,,,,
12473,berries,citrus fruit,other vegetables,condensed milk,,,,,,,
12474,whole milk,canned beer,,,,,,,,,
12475,fruit/vegetable juice,pickled vegetables,,,,,,,,,
12476,rolls/buns,margarine,,,,,,,,,
12477,pot plants,other vegetables,,,,,,,,,
12478,whole milk,frozen vegetables,,,,,,,,,
12479,berries,other vegetables,shopping bags,napkins,,,,,,,
12480,citrus fruit,bottled water,,,,,,,,,
12481,root vegetables,chocolate,,,,,,,,,
12482,newspapers,brown bread,,,,,,,,,
12483,whole milk,whipped/sour cream,newspapers,,,,,,,,
12484,beverages,prosecco,,,,,,,,,
12485,beef,soda,,,,,,,,,
12486,berries,rolls/buns,pot plants,waffles,,,,,,,
12487,root vegetables,coffee,shopping bags,grapes,,,,,,,
12488,berries,cream cheese ,,,,,,,,,
12489,tropical fruit,tropical fruit,napkins,,,,,,,,
12490,tropical fruit,pudding powder,,,,,,,,,
12491,cake,rice,,,,,,,,,
12492,white bread,salty snack,waffles,cake,,,,,,,
12493,salty snack,pip fruit,,,,,,,,,
12494,pip fruit,chocolate,,,,,,,,,
12495,pip fruit,cream cheese ,,,,,,,,,
12496,ham,pickled vegetables,,,,,,,,,
12497,berries,onions,,,,,,,,,
12498,whole milk,rolls/buns,other vegetables,white bread,,,,,,,
12499,beverages,tropical fruit,ham,flour,,,,,,,
12500,pip fruit,napkins,,,,,,,,,
12501,berries,chocolate,,,,,,,,,
12502,beef,mayonnaise,,,,,,,,,
12503,whole milk,eggs,,,,,,,,,
12504,bottled beer,chocolate,,,,,,,,,
12505,other vegetables,skin care,,,,,,,,,
12506,soft cheese,berries,,,,,,,,,
12507,soda,whole milk,,,,,,,,,
12508,pork,frozen fish,,,,,,,,,
12509,butter milk,candles,pot plants,,,,,,,,
12510,rolls/buns,other vegetables,,,,,,,,,
12511,whipped/sour cream,coffee,shopping bags,,,,,,,,
12512,other vegetables,chocolate,,,,,,,,,
12513,ham,whole milk,,,,,,,,,
12514,whole milk,whole milk,,,,,,,,,
12515,pip fruit,whipped/sour cream,,,,,,,,,
12516,other vegetables,whipped/sour cream,,,,,,,,,
12517,whole milk,rolls/buns,,,,,,,,,
12518,pastry,cheese,soap,rolls/buns,,,,,,,
12519,frozen vegetables,brown bread,rolls/buns,,,,,,,,
12520,rice,margarine,,,,,,,,,
12521,berries,frozen meals,long life bakery product,soda,,,,,,,
12522,citrus fruit,grapes,eggs,,,,,,,,
12523,beef,roll products ,,,,,,,,,
12524,citrus fruit,shopping bags,,,,,,,,,
12525,rolls/buns,pip fruit,,,,,,,,,
12526,citrus fruit,margarine,,,,,,,,,
12527,pork,root vegetables,,,,,,,,,
12528,rolls/buns,whipped/sour cream,,,,,,,,,
12529,citrus fruit,whole milk,,,,,,,,,
12530,salty snack,white bread,,,,,,,,,
12531,beverages,beverages,,,,,,,,,
12532,beverages,tropical fruit,rolls/buns,jam cheese,,,,,,,
12533,rolls/buns,beef,,,,,,,,,
12534,cream cheese ,pickled vegetables,,,,,,,,,
12535,soda,brown bread,,,,,,,,,
12536,citrus fruit,citrus fruit,,,,,,,,,
12537,waffles,rolls/buns,,,,,,,,,
12538,bottled beer,whole milk,tropical fruit,whole milk,house keeping products,,,,,,
12539,cooking chocolate,red wine,cleaner,,,,,,,,
12540,other vegetables,prosecco,pot plants,,,,,,,,
12541,berries,berries,yogurt,soda,coffee,,,,,,
12542,pork,frozen meals,margarine,cake,,,,,,,
12543,berries,dog food,,,,,,,,,
12544,chocolate,other vegetables,,,,,,,,,
12545,rolls/buns,root vegetables,,,,,,,,,
12546,bottled beer,newspapers,,,,,,,,,
12547,tropical fruit,coffee,,,,,,,,,
12548,bottled beer,beef,,,,,,,,,
12549,fish,chicken,chicken,whole milk,other vegetables,cream cheese ,hard cheese,,,,
12550,ham,canned vegetables,,,,,,,,,
12551,soda,grapes,,,,,,,,,
12552,beverages,oil,,,,,,,,,
12553,whole milk,pip fruit,,,,,,,,,
12554,pip fruit,pet care,,,,,,,,,
12555,canned beer,misc. beverages,long life bakery product,,,,,,,,
12556,bottled beer,bottled beer,,,,,,,,,
12557,root vegetables,coffee,,,,,,,,,
12558,tropical fruit,soda,butter milk,,,,,,,,
12559,butter,tropical fruit,whole milk,napkins,,,,,,,
12560,whole milk,whipped/sour cream,,,,,,,,,
12561,berries,chicken,canned beer,pip fruit,,,,,,,
12562,processed cheese,brown bread,house keeping products,,,,,,,,
12563,tropical fruit,coffee,,,,,,,,,
12564,beef,pasta,,,,,,,,,
12565,turkey,chewing gum,,,,,,,,,
12566,butter milk,rolls/buns,,,,,,,,,
